hy,Armenian,ltr,"{'suppress-script': 'Armn', 'description': 'see also hyw', 'region': 'Armenia, Asia', 'alternate-names': ['Armjanski Yazyk', 'Ena', 'Ermeni Dili', 'Ermenice', 'Somkhuri', 'Armjanski', 'Haieren', 'Armani', 'Erâmani', 'Somekhuri', 'Armanski', 'Erevan (Eriwan)', 'Konstantinopel', 'Khoi-Salmst (Khvoy)', 'Kari', 'Jolfâ (Dzhulfa)', 'Hamshen (Hamschen)', 'Ewdokia (Tokat)', 'Crimea (Krim)', 'Dschulfa', 'Ararat', 'Constantinople (Istanbul)', 'Astrakhan (Astrachan)', 'Astrakhân', 'Artvin (Artwin)', 'Dzhulfa (Dschugha)']}"
hz,Herero,ltr,"{'region': 'Namibia, Africa', 'alternate-names': ['Ochiherero', 'Otjiherero']}"
ia,"Interlingua (International Auxiliary Language  Association)
",ltr,"{'region': 'Italy, Europe'}"
id,Indonesian,ltr,"{'macrolanguage': 'ms', 'suppress-script': 'Latn', 'region': 'Indonesia, Asia', 'is-gateway-language': True}"
ie,Interlingue,ltr,{'description': 'Occidental'}
ig,Igbo,ltr,"{'region': 'Nigeria, Africa', 'alternate-names': ['Ibo', 'Oka (Awka)', 'Owerri (Isuama)']}"
ii,Sichuan Yi,ltr,"{'description': 'Nuosu', 'region': 'China, Asia', 'alternate-names': ['Black Yi', 'Liangshan Yi', 'Northern Yi', 'Nosu Yi', 'Sichuan Yi', 'Northern Shypnra', 'Southern Shypnra', 'Suondi (Adu)']}"
ik,Inupiaq,ltr,"{'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'United States, Americas'}"
in,Indonesian,,"{'macrolanguage': 'ms', 'suppress-script': 'Latn', 'description': 'Deprecated from 1989-01-01. '}"
io,Ido,ltr,{}
is,Icelandic,ltr,"{'suppress-script': 'Latn', 'region': 'Iceland, Europe', 'alternate-names': ['Íslenska']}"
it,Italian,ltr,"{'suppress-script': 'Latn', 'region': 'Italy, Europe', 'alternate-names': ['Italiano']}"
iu,Inuktitut,ltr,"{'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'Canada, Americas'}"
iw,Hebrew,,"{'suppress-script': 'Hebr', 'description': 'Deprecated from 1989-01-01. '}"
ja,Japanese,ltr,"{'suppress-script': 'Jpan', 'region': 'Japan, Asia', 'alternate-names': ['Zu-zu-ben']}"
ji,Yiddish,,{'description': 'Deprecated from 1989-01-01. '}
jv,Javanese,ltr,"{'region': 'Indonesia, Asia', 'alternate-names': ['Djawa', 'Cirebon (Cheribon)', 'Tjirebon', 'Surakarta (Sawlaw)', 'Surabaya', 'Solo']}"
jw,Javanese,,{'description': 'Deprecated from 2001-08-13. published by error in Table 1 of ISO 639:1988'}
ka,Georgian,ltr,"{'suppress-script': 'Geor', 'region': 'Georgia, Asia', 'alternate-names': ['Common Kartvelian', 'Gruzinski', 'Kartuli', 'Gruzin', 'Adzhar (Acharian)', 'Fereydan (Ferejdan)', 'Kaxetian (Kakhetian)', 'Moxev (Mokhev)', 'Racha-Lexchxum (Lechkhum)', 'Xevsur (Kheysur)']}"
kg,Kongo,ltr,"{'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'The Democratic Republic of the Congo, Africa'}"
ki,Kikuyu,ltr,"{'description': 'Gikuyu', 'region': 'Kenya, Africa', 'alternate-names': ['Gekoyo', 'Gigikuyu', 'Gichugu (Northern Kirinyaga)', ""Southern Murang'a"", 'Southern Gikuyu (Kiambu)', 'Nyeri', 'Mathira (Karatina)', 'Ndia (Southern Kirinyaga)', ""Northern Gikuyu (Northern Murang'a)""]}"
kj,Kuanyama,ltr,"{'description': 'Kwanyama', 'region': 'Angola, Africa', 'alternate-names': ['Cuanhama', 'Humba', 'Kuanjama', 'Kwancama', 'Kwanjama', 'Ochikwanyama', 'Oshikuanjama', 'Oshikwanyama', 'Oshiwambo Ndonga', 'Ovambo', 'Oxikuanyama', 'Kuanyama', 'Otjiwambo', 'Owambo']}"
kk,Kazakh,ltr,"{'suppress-script': 'Cyrl', 'region': 'Kazakhstan, Asia', 'alternate-names': ['Hazake', 'Kazax', 'Gazaqi', 'Kazakhi', 'Kaisak', 'Kosach', 'Qazaq', 'Qazaqi']}"
kl,Kalaallisut,ltr,"{'suppress-script': 'Latn', 'description': 'Greenlandic', 'region': 'Greenland, Americas', 'alternate-names': ['Greenlandic', 'Inuktitut', 'Kalaallisut', '""Polar Eskimo""', 'Iniktun (Inuktun)', 'North Greenlandic', 'Thule Inuit']}"
km,Khmer,ltr,"{'suppress-script': 'Khmr', 'description': 'Central Khmer', 'region': 'Cambodia, Asia', 'alternate-names': ['Cambodian', 'Cu Tho', 'Cur Cul', 'Khmer Nam Bo', 'Kho Me', 'Khome', 'Krom', 'Viet Goc Mien', 'Battambang Khmer', 'Cardamom Khmer', 'Khmer Kandal (Central)', 'Khmer Keh (Stung Treng)', 'Khmer Krom (Southern)'], 'is-gateway-language': True}"
kn,Kannada,,{'suppress-script': 'Knda'}
ko,Korean,ltr,"{'suppress-script': 'Kore', 'region': 'Republic of Korea, Asia', 'alternate-names': ['Chaoxian', 'Hanguohua', 'Hanguk Mal', 'Hanguk Uh', 'Seoul (Kangwondo)', ""South P'yong'ando"", 'South Kyongsangdo', 'South Hamgyongdo', 'South Chollado', ""P'yong'ando (North P'yong'ando)"", 'Kyongsangdo (North Kyongsangdo)', 'Kyonggido', 'Hamgyongdo (North Hamgyongdo)', ""Ch'ungch'ongdo (North Ch'ungch'ong)"", 'Chollado (North Chollado)', ""South Ch'ungch'ong"", 'Hangeul']}"
kr,Kanuri,ltr,"{'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'Nigeria, Africa'}"
ks,Kashmiri,,{}
ku,Kurdish,rtl,"{'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'Islamic Republic of Iran, Asia'}"
kv,Komi,ltr,"{'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'Russian Federation, Europe'}"
kw,Cornish,ltr,"{'region': 'United Kingdom, Europe', 'alternate-names': ['Curnoack', 'Kernewek', 'Kernowek']}"
ky,Kirghiz,ltr,"{'description': 'Kyrgyz', 'region': 'Kyrgyzstan, Asia', 'alternate-names': ['Kara', ""Ke'erkez"", 'Kirgiz', 'Kara-Kirgiz', 'Southern Kyrgyz', 'Northern Kyrgyz', 'Kirghizi']}"
la,Latin,ltr,"{'suppress-script': 'Latn', 'region': 'Holy See (Vatican City State), Europe', 'alternate-names': ['Latina']}"
lb,Luxembourgish,ltr,"{'suppress-script': 'Latn', 'description': 'Letzeburgesch', 'region': 'Luxembourg, Europe', 'alternate-names': ['Letzburgisch', 'Lëtzebuergesch', 'Luxemburgian', 'Moselle Franconian', 'Frankish', 'Platt', 'Luxembourgish', 'Luxemburgish']}"
lg,Ganda,ltr,"{'description': 'Luganda', 'region': 'Uganda, Africa', 'alternate-names': ['Diopa (Ludiopa)', 'Kooki (Olukooki)', 'Sese (Olusese)', 'Vuma (Luvuma)']}"
li,Limburgan,ltr,"{'description': 'Limburger. Limburgish', 'region': 'Netherlands, Europe', 'alternate-names': ['Limberger', 'Limburgan', 'Limburgian', 'Limburgic', 'Limburgs', 'Limburgs Plat']}"
ln,Lingala,ltr,"{'suppress-script': 'Latn', 'region': 'The Democratic Republic of the Congo, Africa', 'alternate-names': ['Ngala']}"
lo,Lao,ltr,"{'suppress-script': 'Laoo', 'region': ""Lao People's Democratic Republic, Asia"", 'alternate-names': ['Eastern Thai', 'Lào', 'Lao Kao', 'Lao Wiang', 'Lao-Lum', 'Lao-Noi', 'Lao-Tai', 'Laotian', 'Laotian Tai', 'Lum Lao', 'Phou Lao', 'Rong Kong', 'Tai Lao', 'Savannakhet (Suwannakhet)', 'Vientiane (Wiang Jan)'], 'is-gateway-language': True}"
lt,Lithuanian,ltr,"{'suppress-script': 'Latn', 'region': 'Lithuania, Europe', 'alternate-names': ['Lietuvi', 'Lietuviskai', 'Litauische', 'Litewski', 'Litovskiy', 'Aukstaitiskai', 'Zhemaitish', 'Zemaitiskai', 'Zemaitis', 'Zemachiai', 'Shamaitish (Lowland Lithuanian)', 'Samogitian', 'Dzukish (Dzukiskai)', 'Aukshtaitish (Aukshtaichiai)', 'Highland Lithuanian']}"
lu,Luba-Katanga,ltr,"{'region': 'The Democratic Republic of the Congo, Africa', 'alternate-names': ['Kiluba', 'Luba-Shaba']}"
lv,Latvian,ltr,"{'suppress-script': 'Latn', 'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'Latvia, Europe'}"
mg,Malagasy,ltr,"{'suppress-script': 'Latn', 'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'Madagascar, Africa'}"
mh,Marshallese,ltr,"{'suppress-script': 'Latn', 'region': 'Marshall Islands, Pacific', 'alternate-names': ['Ebon']}"
mi,Maori,ltr,"{'region': 'New Zealand, Pacific', 'alternate-names': ['New Zealand Maori']}"
mk,Macedonian,ltr,"{'suppress-script': 'Cyrl', 'region': 'North Macedonia, Europe', 'alternate-names': ['Macedonian Slavic', 'Makedonski']}"
ml,Malayalam,ltr,"{'suppress-script': 'Mlym', 'region': 'India, Asia', 'alternate-names': ['Alealum', 'Malayalani', 'Malayali', 'Malean', 'Maliyad', 'Mallealle', 'Mopla', 'Malayal', 'Kasargod', 'Moplah (Mapilla)'], 'is-gateway-language': True}"
mn,Mongolian,ltr,"{'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'Mongolia, Asia', 'is-gateway-language': True}"
mo,Moldavian,,"{'suppress-script': 'Latn', 'description': 'Deprecated from 2008-11-22. Moldovan'}"
mr,Marathi,ltr,"{'suppress-script': 'Deva', 'region': 'India, Asia', 'alternate-names': ['Maharashtra', 'Maharathi', 'Malhatee', 'Marthi', 'Muruthu', 'Kosti', 'Kudali', 'Gawdi of Goa', 'Nagpuri Marathi', 'Kasargod'], 'is-gateway-language': True}"
ms,Malay (macrolanguage),ltr,"{'suppress-script': 'Latn', 'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'Malaysia, Asia', 'is-gateway-language': True}"
mt,Maltese,ltr,"{'suppress-script': 'Latn', 'region': 'Malta, Europe', 'alternate-names': ['Malti']}"
my,Burmese,ltr,"{'suppress-script': 'Mymr', 'region': 'Myanmar, Asia', 'alternate-names': ['Bama', 'Bamachaka', 'Myanmar', 'Myen', 'Yangon Burmese', 'Mergui', 'Mandalay Burmese', 'Beik (Merguese)', 'Bamar'], 'is-gateway-language': True}"
na,Nauru,ltr,"{'suppress-script': 'Latn', 'region': 'Nauru, Pacific'}"
nb,Norwegian Bokmål,ltr,"{'macrolanguage': 'no', 'suppress-script': 'Latn', 'region': 'Norway, Europe'}"
nd,North Ndebele,ltr,"{'suppress-script': 'Latn', 'region': 'Zimbabwe, Africa', 'alternate-names': [""Isinde'bele"", 'Northern Ndebele', 'Sindebele', 'Tabele', 'Tebele']}"
ne,Nepali (macrolanguage),ltr,"{'suppress-script': 'Deva', 'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'Nepal, Asia', 'is-gateway-language': True}"
ng,Ndonga,ltr,"{'region': 'Namibia, Africa', 'alternate-names': ['Ambo', 'Ochindonga', 'Oshindonga', 'Osindonga', 'Otjiwambo', 'Owambo']}"
nl,Dutch,ltr,"{'suppress-script': 'Latn', 'description': 'Flemish', 'region': 'Netherlands, Europe', 'alternate-names': ['Nederlands', 'Vlaams', 'Hollands', 'Antwerps', 'Northern North Hollandish (Westfries)']}"
nn,Norwegian Nynorsk,ltr,"{'macrolanguage': 'no', 'suppress-script': 'Latn', 'region': 'Sweden, Europe'}"
no,Norwegian,ltr,"{'suppress-script': 'Latn', 'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'Norway, Europe', 'alternate-names': ['Riksmål']}"
nr,South Ndebele,ltr,"{'suppress-script': 'Latn', 'region': 'South Africa, Africa', 'alternate-names': ['Ndzundza', 'Nrebele', 'Transvaal Ndebele']}"
